review_id,product_name,rating,date,review_text
60022,Oversize Hoodie Black,3,2023-08-17,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60023,Basic White T-Shirt,1,2023-04-09,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60024,Slim Jeans Blue,3,2023-03-23,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60025,Basic White T-Shirt,4,2023-11-13,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60026,Oversize Hoodie Black,4,2023-11-26,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60027,Oversize Hoodie Black,2,2023-07-15,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60028,Leather Jacket Brown,5,2023-03-09,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60029,Leather Jacket Brown,2,2023-09-30,عالی بود، همه ازم پرسیدن از کجا خریدم
60030,Slim Jeans Blue,3,2023-10-26,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60031,Slim Jeans Blue,5,2023-12-10,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60032,Slim Jeans Blue,1,2023-05-21,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60033,Slim Jeans Blue,5,2023-07-04,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60034,Slim Jeans Blue,5,2023-06-03,عالی بود، همه ازم پرسیدن از کجا خریدم
60035,Slim Jeans Blue,4,2023-07-08,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60036,Slim Jeans Blue,2,2023-03-03,گرون بود ولی کیفیتش حرف نداشت
60037,Oversize Hoodie Black,4,2023-01-19,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60038,Oversize Hoodie Black,4,2023-03-22,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60039,Oversize Hoodie Black,2,2023-01-30,عالی بود، همه ازم پرسیدن از کجا خریدم
60040,Basic White T-Shirt,4,2023-05-07,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60041,Summer Cotton Dress,5,2023-08-06,عالی بود، همه ازم پرسیدن از کجا خریدم
60042,Basic White T-Shirt,3,2023-01-13,برای زمستون خیلی نازکه
60043,Slim Jeans Blue,1,2023-06-26,عالی بود، همه ازم پرسیدن از کجا خریدم
60044,Summer Cotton Dress,1,2023-12-04,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60045,Oversize Hoodie Black,4,2023-05-01,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60046,Oversize Hoodie Black,2,2023-06-28,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60047,Leather Jacket Brown,5,2023-04-21,برای زمستون خیلی نازکه
60048,Slim Jeans Blue,4,2023-01-09,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60049,Slim Jeans Blue,5,2023-08-10,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60050,Leather Jacket Brown,5,2023-10-12,گرون بود ولی کیفیتش حرف نداشت
60051,Basic White T-Shirt,1,2023-12-15,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60052,Leather Jacket Brown,3,2023-04-20,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60053,Slim Jeans Blue,3,2023-05-16,عالی بود، همه ازم پرسیدن از کجا خریدم
60054,Oversize Hoodie Black,2,2023-04-18,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60055,Leather Jacket Brown,3,2023-12-03,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60056,Summer Cotton Dress,4,2023-07-23,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60057,Oversize Hoodie Black,1,2023-01-15,برای زمستون خیلی نازکه
60058,Basic White T-Shirt,1,2023-06-11,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60059,Oversize Hoodie Black,5,2023-07-14,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60060,Basic White T-Shirt,4,2023-09-18,برای زمستون خیلی نازکه
60061,Oversize Hoodie Black,4,2023-12-20,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60062,Slim Jeans Blue,5,2023-01-09,عالی بود، همه ازم پرسیدن از کجا خریدم
60063,Basic White T-Shirt,5,2023-08-04,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60064,Basic White T-Shirt,1,2023-09-18,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60065,Leather Jacket Brown,4,2023-04-23,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60066,Oversize Hoodie Black,3,2023-04-27,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60067,Basic White T-Shirt,3,2023-12-06,برای زمستون خیلی نازکه
60068,Basic White T-Shirt,1,2023-02-16,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60069,Oversize Hoodie Black,3,2023-11-14,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60070,Oversize Hoodie Black,3,2023-10-28,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60071,Summer Cotton Dress,4,2023-11-18,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60072,Leather Jacket Brown,4,2023-10-06,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60073,Basic White T-Shirt,2,2023-04-08,گرون بود ولی کیفیتش حرف نداشت
60074,Oversize Hoodie Black,4,2023-04-03,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60075,Basic White T-Shirt,2,2023-10-26,گرون بود ولی کیفیتش حرف نداشت
60076,Summer Cotton Dress,4,2023-09-09,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60077,Summer Cotton Dress,5,2023-06-12,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60078,Basic White T-Shirt,4,2023-06-07,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60079,Leather Jacket Brown,2,2023-03-08,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60080,Slim Jeans Blue,3,2023-05-18,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60081,Basic White T-Shirt,4,2023-11-08,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60082,Summer Cotton Dress,3,2023-10-17,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60083,Leather Jacket Brown,3,2023-03-06,برای زمستون خیلی نازکه
60084,Oversize Hoodie Black,4,2023-09-19,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60085,Leather Jacket Brown,4,2023-07-17,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60086,Leather Jacket Brown,5,2023-06-20,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60087,Basic White T-Shirt,2,2023-01-16,عالی بود، همه ازم پرسیدن از کجا خریدم
60088,Leather Jacket Brown,4,2023-07-10,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60089,Oversize Hoodie Black,3,2023-01-25,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60090,Basic White T-Shirt,3,2023-09-07,گرون بود ولی کیفیتش حرف نداشت
60091,Summer Cotton Dress,4,2023-01-27,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60092,Oversize Hoodie Black,2,2023-06-19,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60093,Basic White T-Shirt,3,2023-04-27,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60094,Basic White T-Shirt,5,2023-02-24,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60095,Slim Jeans Blue,3,2023-01-26,عالی بود، همه ازم پرسیدن از کجا خریدم
60096,Oversize Hoodie Black,2,2023-09-29,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60097,Leather Jacket Brown,1,2023-04-18,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60098,Oversize Hoodie Black,5,2023-03-31,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60099,Oversize Hoodie Black,5,2023-05-02,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60100,Slim Jeans Blue,1,2023-12-11,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60101,Leather Jacket Brown,5,2023-08-31,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60102,Slim Jeans Blue,5,2023-09-26,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60103,Slim Jeans Blue,5,2023-09-09,عالی بود، همه ازم پرسیدن از کجا خریدم
60104,Slim Jeans Blue,3,2023-03-16,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60105,Oversize Hoodie Black,3,2023-04-22,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60106,Slim Jeans Blue,4,2023-05-31,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60107,Summer Cotton Dress,4,2023-09-27,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60108,Leather Jacket Brown,3,2023-04-08,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60109,Leather Jacket Brown,5,2023-09-12,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60110,Slim Jeans Blue,2,2023-06-17,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60111,Oversize Hoodie Black,1,2023-09-07,گرون بود ولی کیفیتش حرف نداشت
60112,Basic White T-Shirt,4,2023-11-16,برای زمستون خیلی نازکه
60113,Basic White T-Shirt,5,2023-09-03,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60114,Oversize Hoodie Black,4,2023-08-01,گرون بود ولی کیفیتش حرف نداشت
60115,Slim Jeans Blue,2,2023-10-03,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60116,Slim Jeans Blue,5,2023-11-30,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60117,Summer Cotton Dress,3,2023-10-07,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60118,Basic White T-Shirt,2,2023-02-15,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60119,Basic White T-Shirt,4,2023-01-18,عالی بود، همه ازم پرسیدن از کجا خریدم
60120,Leather Jacket Brown,5,2023-09-03,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60121,Slim Jeans Blue,5,2023-12-16,گرون بود ولی کیفیتش حرف نداشت
60122,Oversize Hoodie Black,1,2023-08-08,برای زمستون خیلی نازکه
60123,Slim Jeans Blue,1,2023-06-25,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60124,Slim Jeans Blue,1,2023-08-22,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60125,Summer Cotton Dress,3,2023-05-29,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60126,Oversize Hoodie Black,5,2023-04-08,عالی بود، همه ازم پرسیدن از کجا خریدم
60127,Summer Cotton Dress,5,2023-01-05,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60128,Summer Cotton Dress,4,2023-06-08,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60129,Summer Cotton Dress,3,2023-03-28,گرون بود ولی کیفیتش حرف نداشت
60130,Summer Cotton Dress,1,2023-08-19,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60131,Slim Jeans Blue,5,2023-04-30,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60132,Leather Jacket Brown,1,2023-06-21,برای زمستون خیلی نازکه
60133,Slim Jeans Blue,2,2023-03-05,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60134,Summer Cotton Dress,3,2023-04-04,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60135,Summer Cotton Dress,1,2023-06-19,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60136,Leather Jacket Brown,3,2023-08-23,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60137,Basic White T-Shirt,5,2023-05-01,عالی بود، همه ازم پرسیدن از کجا خریدم
60138,Oversize Hoodie Black,2,2023-04-10,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60139,Summer Cotton Dress,4,2023-05-15,عالی بود، همه ازم پرسیدن از کجا خریدم
60140,Summer Cotton Dress,2,2023-11-11,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60141,Slim Jeans Blue,3,2023-03-10,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60142,Summer Cotton Dress,2,2023-07-17,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60143,Summer Cotton Dress,5,2023-11-01,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60144,Oversize Hoodie Black,3,2023-07-25,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60145,Slim Jeans Blue,3,2023-01-11,برای زمستون خیلی نازکه
60146,Basic White T-Shirt,5,2023-05-10,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60147,Summer Cotton Dress,1,2023-08-11,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60148,Summer Cotton Dress,4,2023-04-20,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60149,Basic White T-Shirt,2,2023-01-27,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60150,Leather Jacket Brown,4,2023-11-16,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60151,Basic White T-Shirt,4,2023-07-13,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60152,Basic White T-Shirt,5,2023-12-12,عالی بود، همه ازم پرسیدن از کجا خریدم
60153,Slim Jeans Blue,1,2023-01-16,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60154,Basic White T-Shirt,4,2023-03-14,گرون بود ولی کیفیتش حرف نداشت
60155,Slim Jeans Blue,3,2023-04-26,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60156,Basic White T-Shirt,1,2023-07-20,برای زمستون خیلی نازکه
60157,Summer Cotton Dress,5,2023-05-13,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60158,Summer Cotton Dress,4,2023-06-13,گرون بود ولی کیفیتش حرف نداشت
60159,Leather Jacket Brown,5,2023-01-07,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60160,Basic White T-Shirt,2,2023-03-02,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60161,Oversize Hoodie Black,5,2023-12-18,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60162,Basic White T-Shirt,3,2023-04-30,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60163,Oversize Hoodie Black,5,2023-01-31,عالی بود، همه ازم پرسیدن از کجا خریدم
60164,Basic White T-Shirt,1,2023-02-17,گرون بود ولی کیفیتش حرف نداشت
60165,Slim Jeans Blue,2,2023-04-01,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60166,Summer Cotton Dress,3,2023-01-06,گرون بود ولی کیفیتش حرف نداشت
60167,Oversize Hoodie Black,2,2023-10-12,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60168,Oversize Hoodie Black,3,2023-03-25,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60169,Basic White T-Shirt,2,2023-05-19,گرون بود ولی کیفیتش حرف نداشت
60170,Summer Cotton Dress,4,2023-10-02,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60171,Leather Jacket Brown,5,2023-11-26,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60172,Oversize Hoodie Black,1,2023-05-13,برای زمستون خیلی نازکه
60173,Summer Cotton Dress,1,2023-04-13,عالی بود، همه ازم پرسیدن از کجا خریدم
60174,Summer Cotton Dress,4,2023-11-22,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60175,Oversize Hoodie Black,2,2023-04-05,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60176,Slim Jeans Blue,5,2023-01-18,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60177,Slim Jeans Blue,4,2023-01-21,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60178,Basic White T-Shirt,2,2023-01-06,برای زمستون خیلی نازکه
60179,Basic White T-Shirt,5,2023-01-24,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60180,Summer Cotton Dress,2,2023-08-13,گرون بود ولی کیفیتش حرف نداشت
60181,Oversize Hoodie Black,1,2023-03-01,گرون بود ولی کیفیتش حرف نداشت
60182,Slim Jeans Blue,5,2023-10-11,گرون بود ولی کیفیتش حرف نداشت
60183,Summer Cotton Dress,1,2023-08-08,برای زمستون خیلی نازکه
60184,Slim Jeans Blue,1,2023-11-26,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60185,Oversize Hoodie Black,5,2023-10-06,عالی بود، همه ازم پرسیدن از کجا خریدم
60186,Slim Jeans Blue,4,2023-12-01,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60187,Leather Jacket Brown,2,2023-02-15,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60188,Basic White T-Shirt,5,2023-10-20,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60189,Slim Jeans Blue,1,2023-05-22,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60190,Oversize Hoodie Black,2,2023-10-31,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60191,Oversize Hoodie Black,5,2023-03-19,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60192,Leather Jacket Brown,4,2023-07-18,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60193,Oversize Hoodie Black,5,2023-04-25,گرون بود ولی کیفیتش حرف نداشت
60194,Leather Jacket Brown,5,2023-02-05,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60195,Summer Cotton Dress,3,2023-03-01,عالی بود، همه ازم پرسیدن از کجا خریدم
60196,Slim Jeans Blue,2,2023-09-02,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60197,Oversize Hoodie Black,5,2023-03-20,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60198,Basic White T-Shirt,1,2023-07-10,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60199,Slim Jeans Blue,1,2023-04-07,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60200,Leather Jacket Brown,3,2023-10-31,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60201,Slim Jeans Blue,1,2023-05-30,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60202,Slim Jeans Blue,5,2023-02-12,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60203,Oversize Hoodie Black,2,2023-10-24,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60204,Basic White T-Shirt,3,2023-11-15,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60205,Summer Cotton Dress,3,2023-08-06,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60206,Basic White T-Shirt,4,2023-07-26,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60207,Leather Jacket Brown,4,2023-05-26,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60208,Basic White T-Shirt,2,2023-11-24,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60209,Basic White T-Shirt,2,2023-09-16,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60210,Leather Jacket Brown,3,2023-02-23,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60211,Basic White T-Shirt,5,2023-04-29,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60212,Summer Cotton Dress,5,2023-08-31,گرون بود ولی کیفیتش حرف نداشت
60213,Slim Jeans Blue,4,2023-05-22,عالی بود، همه ازم پرسیدن از کجا خریدم
60214,Summer Cotton Dress,2,2023-10-17,برای زمستون خیلی نازکه
60215,Slim Jeans Blue,2,2023-05-07,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60216,Slim Jeans Blue,5,2023-08-13,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60217,Basic White T-Shirt,4,2023-08-17,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60218,Slim Jeans Blue,5,2023-08-29,عالی بود، همه ازم پرسیدن از کجا خریدم
60219,Leather Jacket Brown,5,2023-09-14,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60220,Summer Cotton Dress,3,2023-09-02,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60221,Slim Jeans Blue,2,2023-06-25,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60222,Basic White T-Shirt,3,2023-01-10,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60223,Basic White T-Shirt,3,2023-03-24,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60224,Basic White T-Shirt,5,2023-05-19,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60225,Oversize Hoodie Black,4,2023-04-29,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60226,Summer Cotton Dress,5,2023-05-07,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60227,Basic White T-Shirt,4,2023-04-09,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60228,Leather Jacket Brown,2,2023-03-07,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60229,Basic White T-Shirt,1,2023-09-16,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60230,Oversize Hoodie Black,2,2023-05-23,برای زمستون خیلی نازکه
60231,Summer Cotton Dress,5,2023-02-28,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60232,Slim Jeans Blue,4,2023-09-01,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60233,Summer Cotton Dress,1,2023-07-11,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60234,Slim Jeans Blue,4,2023-12-14,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60235,Slim Jeans Blue,4,2023-05-10,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60236,Basic White T-Shirt,1,2023-06-07,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60237,Leather Jacket Brown,1,2023-06-15,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60238,Leather Jacket Brown,2,2023-09-18,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60239,Basic White T-Shirt,3,2023-05-13,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60240,Oversize Hoodie Black,1,2023-01-12,برای زمستون خیلی نازکه
60241,Slim Jeans Blue,3,2023-05-12,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60242,Leather Jacket Brown,3,2023-06-02,رنگش فوق‌العاده قشنگه، بعد شستشو هم نرنگ شد
60243,Summer Cotton Dress,3,2023-10-09,گرون بود ولی کیفیتش حرف نداشت
60244,Oversize Hoodie Black,3,2023-02-24,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60245,Basic White T-Shirt,1,2023-09-13,گرون بود ولی کیفیتش حرف نداشت
60246,Oversize Hoodie Black,4,2023-05-06,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60247,Leather Jacket Brown,1,2023-02-15,گرون بود ولی کیفیتش حرف نداشت
60248,Basic White T-Shirt,1,2023-06-23,عالی بود، همه ازم پرسیدن از کجا خریدم
60249,Leather Jacket Brown,5,2023-10-26,گرون بود ولی کیفیتش حرف نداشت
60250,Slim Jeans Blue,5,2023-01-21,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60251,Oversize Hoodie Black,2,2023-09-12,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60252,Slim Jeans Blue,3,2023-06-14,برای زمستون خیلی نازکه
60253,Summer Cotton Dress,3,2023-09-25,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60254,Slim Jeans Blue,5,2023-04-11,دوختش ضعیف بود، بعد دو بار پوشیدن باز شد
60255,Oversize Hoodie Black,4,2023-05-29,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60256,Summer Cotton Dress,2,2023-05-21,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60257,Leather Jacket Brown,4,2023-02-02,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60258,Summer Cotton Dress,5,2023-08-24,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60259,Oversize Hoodie Black,4,2023-07-17,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60260,Basic White T-Shirt,3,2023-08-23,گرون بود ولی کیفیتش حرف نداشت
60261,Summer Cotton Dress,5,2023-11-28,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60262,Leather Jacket Brown,4,2023-04-30,برای زمستون خیلی نازکه
60263,Summer Cotton Dress,2,2023-06-07,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60264,Slim Jeans Blue,2,2023-02-06,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60265,Basic White T-Shirt,1,2023-12-04,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60266,Oversize Hoodie Black,5,2023-05-24,برای زمستون خیلی نازکه
60267,Basic White T-Shirt,5,2023-02-14,اندازه‌اش خیلی کوچیک بود، ناراضی‌ام
60268,Slim Jeans Blue,5,2023-07-18,گرون بود ولی کیفیتش حرف نداشت
60269,Basic White T-Shirt,3,2023-08-26,خیلی راحت و خوشگل، برای هر موقعیتی مناسبه
60270,Slim Jeans Blue,3,2023-05-09,خیلی خوشگل بود ولی سایزبندی‌اش بد بود
60271,Summer Cotton Dress,5,2023-06-30,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
60272,Oversize Hoodie Black,4,2023-01-28,کیفیت پارچه عالی بود، دقیقاً مثل عکس بود
60273,Slim Jeans Blue,3,2023-10-27,عالی بود، همه ازم پرسیدن از کجا خریدم
60274,Slim Jeans Blue,5,2023-03-08,ارزش خرید بالایی داشت، پیشنهاد می‌کنم
